OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value,Binar_OP130_Resultat_Global_v
151.0,155.65,158.3,113.4,12.14,12.17,0.39,11.97,6.4,22.66,15.3,106.56,6.42,1
154.3,145.84,152.0,110.46,12.05,12.31,0.41,11.97,6.41,25.35,13.0,97.25,6.43,1
159.3,152.82,163.1,114.63,12.09,12.24,0.4,11.98,6.41,18.68,15.3,83.21,6.43,1
146.1,158.52,185.8,116.44,11.82,12.31,0.42,11.97,6.6,26.1,10.3,101.75,6.63,1
156.3,159.86,130.4,113.17,12.09,12.29,,11.97,6.62,21.51,18.1,97.89,6.61,1
151.9,171.92,150.8,113.97,11.87,12.27,,11.98,6.6,23.7,18.7,98.55,6.61,1
166.0,171.71,163.9,110.51,11.87,12.2,,11.97,6.61,27.52,20.4,96.09,6.62,1
138.0,176.59,178.1,112.45,11.89,12.23,,11.97,6.61,30.92,21.0,103.12,6.61,1
133.2,138.84,166.6,109.45,12.04,12.29,0.41,11.97,6.41,23.31,14.7,98.02,6.41,1
162.9,158.66,184.4,114.72,12.09,12.27,0.39,11.97,6.41,19.54,14.6,81.12,6.41,1
157.2,174.0,197.5,117.87,12.05,12.23,,11.97,6.61,24.93,18.1,101.06,6.44,1
164.4,148.25,165.1,110.17,11.93,12.28,,11.98,6.61,20.49,15.0,90.04,6.61,1
131.9,157.77,149.7,115.42,11.84,12.23,0.37,11.97,6.63,24.73,44.2,112.59,6.61,1
176.8,153.1,159.4,112.93,12.12,12.21,0.41,11.97,6.4,18.87,19.3,81.99,6.44,1
169.6,158.57,148.9,113.03,12.09,12.32,,11.97,6.6,22.83,24.7,101.2,6.61,1
171.7,140.06,149.8,110.7,11.84,12.19,0.38,11.98,6.61,25.45,18.5,103.44,6.62,1
163.8,152.44,146.6,110.97,12.11,12.28,0.39,11.97,6.4,17.24,11.7,79.43,6.41,1
174.2,172.92,146.8,109.59,11.91,12.42,,11.97,6.62,21.37,9.7,87.19,6.62,1
156.5,178.38,154.6,109.57,12.06,12.17,,11.97,6.63,25.17,28.8,100.51,6.61,1
166.0,133.23,171.5,110.17,12.04,12.27,0.39,11.97,6.4,22.62,14.9,99.34,6.4,1
164.5,156.41,140.2,117.08,11.83,12.2,0.37,11.97,6.6,26.22,17.3,101.7,6.61,1
167.1,151.48,159.8,110.66,11.91,12.26,,11.98,6.6,26.02,18.3,100.94,6.61,1
141.5,149.98,155.4,114.66,12.03,12.24,0.41,11.97,6.42,22.08,13.6,104.51,6.4,1
147.9,158.0,195.0,118.44,11.83,12.25,0.38,11.97,6.6,23.99,14.4,94.36,6.61,1
190.5,181.05,143.6,114.92,12.07,12.23,,11.97,6.62,25.1,28.7,100.65,6.61,1
140.0,148.45,152.3,110.33,11.9,12.34,,11.98,6.63,23.48,12.9,88.99,6.62,1
143.7,162.31,174.4,114.82,11.85,12.28,,11.97,6.61,27.94,27.3,101.73,6.62,1
173.9,178.86,177.7,113.49,12.06,12.26,,11.97,6.61,25.97,14.4,104.69,6.62,1
173.4,133.65,197.7,110.98,12.07,12.2,0.41,11.97,6.41,18.54,22.3,91.18,6.4,1
197.5,145.21,155.2,113.06,11.85,12.3,,11.97,6.61,25.53,20.1,99.24,6.63,1
146.8,146.76,151.2,109.46,11.91,12.34,,11.98,6.6,21.91,12.7,91.83,6.62,1
157.9,158.77,197.4,110.14,11.75,12.33,,11.97,6.61,24.09,11.7,94.6,6.59,1
176.5,153.27,168.3,112.61,11.76,12.22,,11.97,6.61,25.42,13.9,100.12,6.61,1
156.5,141.86,163.1,114.48,11.88,12.37,0.42,11.97,6.62,25.78,12.0,93.34,6.61,1
136.8,167.21,157.3,115.93,12.09,12.29,,11.97,6.62,22.73,14.1,100.56,6.6,1
142.8,166.62,146.3,114.21,11.93,12.14,,11.97,6.64,27.2,16.1,116.88,6.61,1
161.7,154.28,170.8,112.92,12.12,12.3,0.4,11.97,6.41,20.81,27.9,99.89,6.41,1
197.7,140.58,187.7,110.24,11.82,12.3,0.37,11.98,6.4,23.66,15.7,94.56,6.63,1
141.6,169.11,152.5,120.56,12.07,12.37,,11.98,6.62,20.17,18.1,94.62,6.6,1
159.7,137.7,153.1,112.81,11.86,12.23,0.39,11.97,6.61,22.74,13.5,93.57,6.61,1
184.0,150.06,157.2,113.8,11.83,12.21,0.38,11.97,6.61,23.41,14.7,92.0,6.62,1
167.2,169.62,142.2,114.44,12.07,12.18,,11.98,6.62,22.97,24.7,107.8,6.62,1
178.1,150.01,168.7,111.97,11.88,12.32,,11.97,6.61,26.45,20.0,97.91,6.6,1
154.6,140.01,131.1,111.92,11.85,12.32,,11.97,6.61,25.32,18.4,105.36,6.61,1
146.5,138.04,169.2,121.68,12.04,12.26,0.41,11.97,6.41,24.37,19.5,101.94,6.41,1
157.0,168.82,164.1,111.04,12.07,12.17,,11.98,6.6,23.3,20.1,95.46,6.61,1
158.2,168.23,197.0,106.98,11.74,12.34,,11.97,6.6,27.3,16.6,104.84,6.62,1
139.8,173.48,162.3,113.43,11.87,12.37,,11.97,6.62,25.21,13.2,92.39,6.61,1
157.9,168.8,162.2,109.65,11.88,12.25,,11.97,6.62,24.85,19.4,91.9,6.61,1
163.3,160.87,178.8,113.17,11.82,12.36,0.29,11.97,6.61,25.61,12.6,92.74,6.61,1
160.8,156.12,183.2,112.28,11.83,12.27,0.38,11.97,6.6,24.0,19.6,93.72,6.61,1
145.5,138.47,167.4,117.97,11.91,12.2,,11.97,6.62,23.41,19.5,92.03,6.6,1
158.4,146.67,164.6,114.02,11.88,12.35,,11.97,6.61,24.31,11.8,97.01,6.6,1
171.3,176.46,162.1,108.36,12.07,12.29,,11.98,6.6,25.79,19.2,105.35,6.6,1
152.3,146.2,159.9,109.25,11.9,12.18,,11.97,6.62,23.3,13.7,94.38,6.61,1
191.3,172.22,197.5,118.52,12.07,12.21,,11.98,6.62,23.68,18.0,103.73,6.47,1
170.5,183.65,153.3,115.21,12.06,12.21,,11.98,6.62,26.97,24.4,105.99,6.61,1
166.9,172.59,176.0,110.86,12.06,12.21,,11.97,6.62,22.13,13.2,98.98,6.6,1
142.3,165.91,179.7,114.65,11.89,12.28,,11.97,6.61,25.72,12.6,98.87,6.6,1
152.2,173.09,167.5,113.55,12.06,12.17,,11.97,6.62,21.77,20.0,103.04,6.62,1
151.2,148.33,166.4,109.41,12.1,12.42,0.41,11.97,6.4,21.93,10.8,92.87,6.41,1
174.3,147.41,189.7,117.15,12.06,12.35,0.39,11.97,6.4,22.64,14.1,99.49,6.41,1
190.3,155.13,169.4,111.86,12.06,12.22,0.41,11.97,6.41,26.19,14.6,97.19,6.4,1
174.9,150.98,129.0,113.52,11.69,12.28,,11.97,6.61,24.91,16.4,100.58,6.62,1
148.9,163.35,159.3,113.68,11.84,12.21,,11.97,6.61,27.32,16.7,98.68,6.6,1
164.0,169.07,179.0,113.99,11.88,12.1,,11.97,6.62,25.74,45.5,96.54,6.63,1
159.1,152.96,157.6,111.38,12.06,12.18,0.41,11.97,6.4,20.27,30.8,98.78,6.4,1
168.3,166.81,171.1,113.26,11.85,12.29,,11.97,6.61,27.13,27.6,102.04,6.63,1
169.6,165.83,161.3,114.01,11.91,12.31,,11.97,6.62,27.61,12.7,107.18,6.61,1
171.5,147.74,163.2,114.55,11.86,12.12,0.34,11.97,6.6,26.0,28.4,96.47,6.63,1
163.8,155.59,158.3,110.7,11.8,12.25,,11.97,6.6,25.12,22.4,95.45,6.63,1
189.0,166.99,169.0,109.65,11.83,12.26,,11.97,6.6,24.77,15.1,107.58,6.61,1
165.8,171.42,165.5,114.26,12.07,12.29,,11.97,6.62,23.41,22.5,97.61,6.6,1
147.4,138.2,138.1,107.65,11.83,12.35,0.34,11.98,6.6,23.63,32.7,94.03,6.61,1
154.9,165.53,152.4,109.7,12.08,12.18,,11.97,6.61,24.68,21.1,98.54,6.63,1
165.7,155.65,168.8,109.02,12.08,12.15,,11.97,6.6,23.5,25.6,98.55,6.62,1
159.6,148.16,173.5,108.94,11.85,12.31,,11.97,6.61,26.26,12.4,104.85,6.61,1
174.5,157.98,166.8,115.71,12.05,12.29,0.41,11.97,6.41,24.53,12.7,103.32,6.4,1
141.7,135.54,150.7,117.21,12.1,12.28,0.39,11.97,6.41,22.44,14.9,89.06,6.4,1
149.9,153.19,149.7,115.34,11.89,12.25,,11.97,6.62,25.4,13.0,91.66,6.61,1
165.0,173.55,166.6,108.79,12.07,12.2,,11.97,6.61,25.76,28.7,104.17,6.61,1
132.6,167.81,182.2,115.35,11.74,12.26,,11.97,6.61,26.91,14.0,101.49,6.6,1
144.5,166.94,144.8,106.36,11.75,12.34,,11.97,6.6,27.28,13.4,108.74,6.62,1
157.8,154.87,182.4,110.19,12.13,12.25,0.38,11.97,6.41,22.39,27.5,99.42,6.41,1
164.9,137.01,145.2,111.69,12.12,12.16,0.39,11.97,6.41,16.92,21.3,81.34,6.44,1
165.9,173.41,159.5,115.6,11.87,12.22,,11.97,6.6,24.71,17.7,93.67,6.6,1
170.8,149.48,161.2,109.82,11.86,12.36,,11.97,6.62,26.09,9.0,99.02,6.63,1
160.4,159.42,176.7,109.93,12.09,12.18,,11.97,6.62,22.74,24.0,98.52,6.62,1
162.6,145.36,143.1,113.82,11.86,12.3,0.32,11.97,6.61,24.27,14.9,97.71,6.61,1
182.5,159.49,197.4,117.76,11.84,12.25,,11.97,6.61,27.39,19.5,108.01,6.56,1
146.8,141.95,130.3,111.6,11.84,12.27,0.36,11.97,6.61,26.1,28.3,100.77,6.62,1
156.1,152.95,146.9,107.3,12.03,12.3,0.41,11.97,6.42,24.35,12.1,102.23,6.41,1
149.3,164.47,156.0,109.35,11.75,12.3,,11.98,6.61,25.37,14.4,105.21,6.61,1
163.2,163.87,154.1,108.11,11.74,12.25,,11.97,6.6,26.45,13.1,102.84,6.63,1
144.6,156.56,137.1,111.29,12.1,12.34,0.39,11.97,6.41,21.75,8.3,103.12,6.41,1
155.5,163.95,146.7,112.37,11.84,12.24,,11.97,6.61,27.81,23.8,110.41,6.61,1
145.0,139.02,152.1,110.37,11.85,12.15,0.34,11.97,6.6,23.98,17.3,92.21,6.61,1
156.8,137.61,185.8,115.03,12.11,12.3,0.41,11.98,6.41,16.84,16.2,79.96,6.4,1
148.2,133.88,165.5,109.67,11.87,12.21,0.31,11.97,6.61,22.79,63.5,88.59,6.63,1
150.1,152.5,166.0,118.71,12.1,12.19,,11.98,6.61,20.6,26.8,99.32,6.61,1
197.3,162.7,187.6,114.46,12.08,12.27,,11.97,6.62,23.54,10.6,103.99,6.61,1
158.9,143.37,148.2,108.34,12.11,12.17,0.38,11.97,6.41,17.35,35.5,82.8,6.42,1
161.3,152.96,168.2,112.62,12.09,12.22,,11.97,6.62,23.17,18.4,98.18,6.61,1
165.1,148.04,161.0,118.06,11.89,12.24,,11.97,6.61,24.05,32.3,95.58,6.61,1
138.9,139.47,139.0,111.36,12.03,12.26,0.41,11.97,6.42,22.08,17.2,100.62,6.44,1
173.1,151.94,150.7,113.81,12.07,12.35,0.41,11.97,6.41,23.49,11.7,105.26,6.41,1
181.8,166.29,188.3,108.16,11.77,12.3,,11.97,6.62,25.0,8.8,99.39,6.62,1
155.7,167.37,174.8,109.19,11.88,12.2,,11.98,6.6,25.52,18.0,96.56,6.66,1
180.2,161.61,158.0,111.26,11.84,12.23,,11.97,6.61,28.29,16.2,103.72,6.62,1
164.9,153.27,123.3,112.23,11.84,12.28,,11.97,6.61,28.74,15.0,107.87,6.61,1
164.9,149.16,149.3,110.82,12.05,12.31,0.41,11.97,6.41,21.59,13.1,102.48,6.4,1
130.1,142.97,149.7,107.05,12.13,12.32,0.37,11.97,6.41,18.48,11.9,82.97,6.41,1
151.0,158.33,168.2,113.24,11.88,12.46,,11.97,6.62,25.48,11.9,94.75,6.61,1
166.1,156.86,197.7,114.69,11.84,12.33,0.37,11.97,6.61,26.86,13.5,102.24,6.44,1
146.6,141.16,132.8,113.04,12.08,12.25,0.37,11.98,6.41,20.48,37.2,91.77,6.41,1
164.4,139.16,171.8,117.68,11.83,12.26,0.36,11.97,6.61,23.37,14.4,96.05,6.6,1
146.5,150.58,168.3,111.59,11.9,12.38,,11.97,6.62,23.26,13.2,90.74,6.63,1
190.8,149.86,166.0,118.81,11.77,12.36,,11.97,6.61,23.75,12.6,95.18,6.62,1
171.1,149.44,180.7,109.12,11.76,12.38,,11.97,6.62,25.45,10.7,91.61,6.6,1
145.5,163.11,197.4,122.72,11.82,12.36,0.35,11.97,6.63,22.71,14.3,102.61,6.43,1
182.7,146.19,160.3,112.04,11.83,12.27,0.38,11.97,6.6,24.8,18.0,95.22,6.6,1
155.3,133.06,173.2,114.71,12.05,12.31,0.41,11.97,6.41,22.52,11.3,96.31,6.4,1
163.3,153.35,143.4,114.38,12.1,12.19,0.38,11.97,6.4,19.24,18.4,85.53,6.42,1
153.6,151.19,150.0,107.56,11.89,12.19,,11.97,6.63,25.22,14.5,89.42,6.62,1
161.9,154.12,151.0,109.05,12.09,12.23,,11.98,6.62,22.37,21.4,98.17,6.61,1
163.7,154.97,147.1,108.8,11.9,12.28,,11.97,6.62,23.78,20.0,101.28,6.61,1
165.5,148.33,143.4,111.73,11.85,12.26,,11.97,6.61,24.22,20.9,105.12,6.61,1
170.9,142.14,166.6,118.35,12.12,12.21,0.39,11.97,6.41,17.71,14.0,85.81,6.43,1
135.0,147.27,160.6,112.23,12.03,12.25,0.41,11.97,6.41,23.1,15.7,103.7,6.41,1
163.5,151.92,152.0,110.77,12.1,12.27,,11.97,6.62,24.13,16.0,103.34,6.63,1
168.9,164.78,167.8,109.38,11.87,12.31,,11.97,6.62,20.74,13.1,87.93,6.62,1
159.0,173.22,138.3,115.61,12.07,12.19,,11.98,6.62,22.63,18.7,102.8,6.61,1
152.6,140.26,171.5,114.91,11.87,12.22,,11.98,6.61,30.1,18.3,96.52,6.62,1
192.6,145.22,195.9,116.37,12.14,12.23,0.4,11.97,6.4,19.29,16.5,81.21,6.41,1
156.7,149.63,157.9,111.34,12.06,12.29,0.4,11.97,6.41,23.04,20.2,92.18,6.4,1
159.0,160.81,163.5,114.4,11.89,12.29,,11.97,6.6,25.37,18.6,106.68,6.64,1
164.4,169.6,175.3,113.65,12.06,12.19,,11.97,6.62,23.54,27.5,106.37,6.61,1
193.5,168.19,168.5,114.06,11.82,12.18,,11.97,6.61,28.43,22.5,100.39,6.63,1
170.2,165.91,167.4,114.39,11.89,12.27,,11.97,6.64,23.69,14.3,99.92,6.61,1
154.5,160.07,159.9,118.32,12.08,12.34,,11.97,6.62,23.26,30.5,101.11,6.6,1
163.0,159.9,182.8,114.57,11.81,12.23,0.39,11.97,6.61,26.76,25.7,100.31,6.6,1
155.0,161.43,174.2,117.21,11.88,12.27,,11.97,6.62,27.55,14.1,96.65,6.61,1
148.1,150.35,146.5,107.19,12.12,12.25,0.39,11.97,6.43,18.15,17.9,80.49,6.42,1
139.2,160.07,135.1,110.85,11.83,12.27,0.38,11.97,6.61,24.17,16.3,106.37,6.6,1
150.8,152.64,151.0,119.52,12.13,12.2,0.36,11.97,6.41,19.8,15.2,87.26,6.41,1
148.0,146.16,151.2,117.11,12.11,12.21,0.39,11.97,6.41,20.38,15.1,90.88,6.42,1
157.5,160.77,179.3,106.83,11.8,12.36,0.37,11.97,6.62,26.18,21.1,99.81,6.62,1
154.6,158.62,151.6,112.1,11.84,12.39,0.38,11.97,6.6,23.61,55.5,99.17,6.61,1
150.2,174.4,174.4,112.69,11.87,12.31,,11.97,6.62,23.96,13.8,99.63,6.61,1
153.3,157.43,132.6,118.0,12.09,12.22,0.41,11.97,6.41,23.68,13.1,102.92,6.41,1
165.5,133.26,142.9,111.0,12.07,12.3,0.38,11.97,6.4,21.27,13.0,96.94,6.42,1
149.8,167.67,144.8,113.03,12.07,12.26,,11.97,6.62,22.32,19.8,98.64,6.6,1
152.9,174.41,154.0,115.26,12.06,12.29,,11.97,6.61,23.72,13.7,101.46,6.61,1
141.7,170.0,168.5,111.4,12.07,12.18,,11.98,6.62,22.81,15.2,104.49,6.61,1
147.2,163.45,153.3,113.37,12.08,12.19,,11.97,6.61,23.49,18.6,97.06,6.62,1
165.3,158.73,152.7,110.63,12.09,12.17,,11.97,6.62,21.7,24.6,97.29,6.61,1
149.8,152.72,147.3,114.86,12.09,12.35,0.41,11.97,6.42,25.66,18.5,103.35,6.41,1
174.5,158.11,160.5,113.07,11.82,12.31,0.38,11.97,6.61,24.49,12.5,107.31,6.61,1
150.5,169.82,157.9,111.65,12.06,12.18,,11.97,6.61,22.72,20.0,98.1,6.62,1
154.2,143.78,150.6,113.86,12.06,12.32,0.41,11.97,6.4,22.26,14.2,97.88,6.41,1
168.6,150.06,158.1,113.58,11.88,12.25,,11.97,6.62,25.32,15.5,95.65,6.63,1
167.9,160.88,168.8,110.36,11.73,12.35,,11.97,6.61,26.5,13.6,99.07,6.61,1
138.6,139.09,153.9,113.42,12.13,12.28,0.4,11.97,6.41,19.12,18.6,78.94,6.41,1
163.5,161.3,140.4,113.83,12.07,12.14,,11.97,6.62,21.33,19.9,102.28,6.62,1
156.2,151.13,160.0,118.01,12.06,12.24,0.41,11.97,6.41,23.57,18.9,100.22,6.41,1
149.2,165.23,154.6,111.21,11.83,12.2,,11.97,6.6,25.65,35.1,103.09,6.6,1
158.6,153.36,138.4,115.53,12.1,12.36,,11.97,6.6,22.21,8.7,96.7,6.64,1
174.0,162.15,152.0,117.77,11.81,12.24,0.35,11.97,6.64,24.98,13.9,102.79,6.6,1
148.6,150.84,157.5,118.43,12.1,12.2,,11.97,6.63,20.75,21.3,94.6,6.62,1
159.7,142.66,151.8,113.97,12.06,12.17,0.41,11.97,6.41,21.78,14.7,96.67,6.41,1
140.5,155.17,157.6,113.39,11.75,12.25,,11.97,6.61,26.2,14.9,98.41,6.61,1
147.7,148.61,168.8,112.59,11.84,12.33,,11.97,6.61,25.21,15.0,101.45,6.64,1
173.3,149.23,181.5,110.19,11.86,12.25,0.4,11.97,6.6,26.25,20.9,100.12,6.63,1
156.1,171.36,143.3,117.46,12.07,12.12,,11.97,6.62,26.24,14.5,98.15,6.61,1
148.0,176.38,133.1,114.57,12.06,12.27,,11.98,6.64,24.96,12.9,94.84,6.6,1
151.1,175.11,139.4,121.28,11.91,12.36,,11.97,6.62,28.15,11.3,99.53,6.63,1
156.6,152.04,175.2,108.53,12.09,12.21,,11.98,6.62,20.58,17.3,98.14,6.6,1
152.9,149.92,176.1,118.72,12.05,12.29,0.41,11.97,6.43,23.1,14.0,100.02,6.43,1
169.3,164.93,147.0,113.12,11.84,12.26,,11.97,6.63,27.81,11.7,108.83,6.61,1
162.7,149.79,152.0,108.21,12.11,12.24,0.36,11.97,6.41,20.1,14.7,95.04,6.43,1
154.3,160.86,165.5,109.02,11.9,12.36,,11.97,6.61,23.46,11.4,90.31,6.63,1
165.3,146.86,171.9,108.67,11.83,12.17,0.37,11.97,6.61,24.64,17.4,96.65,6.61,1
152.1,152.57,157.0,108.03,11.82,12.34,0.37,11.97,6.61,23.45,10.8,93.33,6.63,1
147.6,183.44,167.5,118.11,12.06,12.21,,11.97,6.61,24.39,22.3,102.94,6.63,1
157.2,163.3,167.8,113.86,12.06,12.18,,11.97,6.61,25.72,22.0,104.39,6.62,1
187.8,170.97,196.9,111.26,12.07,12.18,,11.97,6.61,24.37,24.6,106.2,6.61,1
145.4,144.06,135.8,111.33,11.91,12.31,,11.97,6.63,23.21,10.5,92.3,6.61,1
180.5,163.25,150.0,111.74,11.9,12.27,,11.97,6.6,24.64,20.6,92.66,6.61,1
162.2,159.0,160.5,112.84,11.82,12.26,0.41,11.97,6.61,23.86,28.9,100.18,6.62,1
173.1,155.77,174.9,117.89,11.89,12.24,,11.97,6.61,24.1,13.4,86.22,6.62,1
152.1,150.8,138.8,113.77,12.08,12.19,,11.97,6.62,22.67,11.7,92.22,6.61,1
149.4,168.67,137.6,118.56,11.93,12.3,,11.97,6.61,25.98,9.4,98.29,6.61,1
163.2,146.25,169.6,108.09,11.74,12.37,,11.97,6.61,24.99,12.5,111.42,6.6,1
181.2,168.83,143.2,112.96,12.08,12.27,,11.97,6.6,23.73,18.1,93.8,6.61,1
150.0,135.62,160.1,114.87,12.07,12.38,0.39,11.97,6.41,20.46,13.1,92.13,6.41,1
145.0,162.08,152.4,116.17,12.07,12.14,,11.97,6.62,21.61,25.5,95.95,6.61,1
154.4,172.52,170.0,108.33,12.07,12.26,,11.98,6.62,25.57,20.8,101.51,6.62,1
154.9,160.35,158.5,111.39,12.11,12.18,0.4,11.97,6.41,18.92,17.8,84.12,6.4,1
137.4,151.88,173.5,112.04,12.11,12.31,0.4,11.97,6.41,18.82,7.9,82.6,6.41,1
163.0,159.79,144.1,127.78,12.1,12.26,0.32,11.97,6.41,20.57,12.7,86.08,6.4,1
197.8,147.55,157.1,114.38,11.85,12.28,,11.97,6.48,26.3,19.2,101.05,6.61,1
139.5,155.54,147.1,110.56,11.9,12.13,,11.98,6.62,23.68,50.8,90.53,6.61,1
140.1,172.04,183.0,114.88,12.06,12.21,,11.97,6.61,24.54,33.3,95.49,6.6,1
149.7,157.35,137.0,104.79,12.03,12.25,0.41,11.97,6.4,24.8,16.9,105.17,6.41,1
148.2,153.76,169.5,110.99,12.07,12.27,,11.98,6.62,24.38,15.8,103.17,6.6,1
156.0,163.5,162.7,114.76,12.08,12.22,,11.97,6.63,24.49,14.3,104.4,6.63,1
152.2,136.69,150.7,117.37,12.1,12.29,0.41,11.97,6.41,25.5,11.7,100.17,6.42,1
196.0,142.82,158.5,113.88,12.12,12.36,0.38,11.97,6.42,17.06,13.0,81.05,6.43,1
162.1,138.17,161.4,117.67,12.14,12.39,0.36,11.97,6.4,19.75,11.0,82.73,6.41,1
153.8,144.01,167.8,116.36,11.86,12.27,0.4,11.97,6.61,25.89,16.0,97.9,6.61,1
157.3,150.09,163.2,114.35,12.05,12.25,0.41,11.97,6.41,20.86,13.9,95.58,6.43,1
137.2,160.72,159.6,117.86,12.09,12.24,,11.97,6.62,24.94,21.4,107.96,6.6,1
151.2,161.76,157.3,112.44,12.09,12.22,,11.97,6.62,23.39,19.0,94.06,6.62,1
145.3,153.53,146.6,119.8,12.08,12.3,,11.97,6.62,25.05,22.1,99.4,6.62,1
151.8,159.49,177.8,115.81,11.82,12.21,0.38,11.97,6.61,25.93,20.0,99.8,6.61,1
144.6,140.03,171.5,112.64,11.85,12.27,0.36,11.97,6.61,25.79,16.1,95.05,6.62,1
136.3,150.67,118.4,106.53,12.05,12.25,0.41,11.98,6.42,22.86,15.4,98.17,6.4,1
156.0,148.12,140.3,109.44,12.04,12.31,0.41,11.97,6.42,22.17,19.0,103.27,6.42,1
138.1,150.01,164.0,111.89,12.12,12.2,0.41,11.97,6.41,20.98,18.1,94.59,6.42,1
148.5,171.73,166.2,117.64,11.81,12.31,0.39,11.97,6.61,27.62,17.9,111.77,6.6,1
143.2,142.28,169.3,115.9,11.85,12.31,,11.97,6.61,25.51,13.6,100.87,6.61,1
162.1,170.24,158.3,111.87,11.88,12.35,,11.98,6.62,24.25,14.2,95.47,6.61,1
150.4,158.76,197.4,109.21,11.82,12.16,0.39,11.97,6.61,26.23,17.1,92.02,6.61,1
191.8,151.24,162.9,116.59,12.05,12.28,0.39,11.97,6.4,21.03,13.1,89.39,6.42,1
153.7,165.21,165.7,112.74,11.84,12.21,,11.97,6.62,27.79,15.1,100.93,6.6,1
131.0,160.89,148.9,108.88,11.83,12.26,0.38,11.98,6.61,25.55,13.0,98.34,6.61,1
143.6,162.42,138.0,111.64,11.81,12.26,0.38,11.97,6.61,25.79,15.0,111.8,6.61,1
166.7,138.15,151.6,110.97,12.11,12.14,0.39,11.97,6.41,23.2,19.8,96.6,6.44,1
166.2,167.03,195.1,109.91,11.8,12.33,0.35,11.97,6.61,25.23,11.0,102.25,6.61,1
130.7,143.64,146.5,110.64,12.1,12.27,0.39,11.97,6.41,17.39,15.8,83.74,6.41,1
149.7,175.29,149.5,113.54,12.06,12.16,,11.98,6.62,24.42,36.2,100.18,6.61,1
149.0,162.52,168.8,113.64,11.88,12.21,,11.97,6.63,22.15,19.1,90.1,6.63,1
170.2,148.78,152.8,113.89,11.88,12.38,,11.97,6.6,26.97,11.5,97.23,6.61,1
165.2,153.48,180.8,111.73,12.08,12.29,,11.97,6.61,27.11,18.6,105.08,6.61,1
146.6,155.78,157.8,113.28,11.9,12.26,,11.97,6.62,22.84,13.2,96.93,6.6,1
150.4,156.33,154.0,109.8,12.11,12.28,0.38,11.97,6.41,17.44,13.8,79.7,6.41,1
158.1,155.16,157.6,114.09,12.13,12.31,0.35,11.97,6.4,25.2,11.9,100.7,6.41,1
162.6,154.22,159.9,109.88,11.78,12.31,,11.97,6.61,27.35,14.1,101.32,6.61,1
175.4,153.93,168.2,112.42,12.08,12.2,,11.98,6.61,23.52,18.9,94.99,6.6,1
156.8,150.29,167.5,107.77,12.05,12.16,0.41,11.97,6.41,20.75,16.9,99.54,6.41,1
155.8,146.33,187.1,113.53,12.12,12.4,0.41,11.97,6.41,19.02,13.9,84.18,6.41,1
151.5,165.62,138.8,109.12,11.91,12.24,,11.98,6.62,25.33,22.0,111.21,6.61,1
152.7,149.39,130.2,113.15,12.08,12.29,0.38,11.97,6.41,23.54,15.8,101.35,6.41,1
188.7,175.71,168.5,113.81,12.09,12.25,,11.98,6.62,25.51,15.4,106.02,6.61,1
153.3,155.37,158.0,120.22,11.87,12.33,,11.97,6.62,24.79,17.9,96.68,6.6,1
186.7,149.99,143.1,112.33,11.81,12.14,0.38,11.97,6.62,23.73,20.7,100.49,6.61,1
139.6,168.15,149.6,115.76,11.89,12.21,,11.97,6.62,24.07,15.9,95.99,6.63,1
163.9,144.88,161.7,110.21,11.86,12.25,0.4,11.97,6.61,23.89,15.3,95.22,6.6,1
157.7,149.37,138.1,110.7,12.14,12.4,0.38,11.97,6.41,19.85,11.3,81.85,6.42,1
157.5,143.98,147.2,116.07,12.11,12.23,0.4,11.97,6.41,18.2,13.9,84.92,6.4,1
149.4,162.24,167.1,117.58,11.88,12.24,,11.97,6.63,36.83,14.0,88.58,6.62,1
156.6,169.47,178.2,116.36,12.06,12.24,,11.97,6.62,24.2,17.5,104.57,6.61,1
141.4,167.07,156.2,113.94,12.08,12.27,,11.97,6.61,23.38,11.8,99.39,6.63,1
159.6,139.9,155.4,112.56,11.84,12.4,0.29,11.97,6.64,23.25,15.9,91.61,6.61,1
138.4,184.45,131.3,112.35,12.05,12.19,,11.97,6.62,24.62,15.5,106.7,6.6,1
169.9,145.96,161.0,113.5,11.91,12.24,,11.97,6.62,23.15,15.8,91.99,6.61,1
155.2,161.96,145.0,112.02,11.82,12.27,0.4,11.97,6.61,27.01,35.2,100.56,6.61,1
149.3,153.18,140.1,112.14,12.09,12.29,0.41,11.97,6.4,22.83,12.6,101.68,6.41,1
163.8,157.0,165.4,109.61,11.83,12.44,0.35,11.98,6.61,26.41,12.9,100.42,6.62,1
172.0,154.78,160.8,115.31,11.91,12.24,,11.97,6.62,24.67,15.7,95.76,6.61,1
180.1,158.12,142.5,109.39,12.12,12.25,0.41,11.97,6.41,21.23,14.7,101.11,6.42,1
163.2,162.19,175.0,112.4,12.1,12.24,,11.97,6.62,24.04,23.9,97.4,6.61,1
130.2,155.42,138.9,109.73,12.11,12.29,0.41,11.97,6.41,22.75,13.7,99.22,6.4,1
